protein,gene_symbol,display_label,cluster,mean_value,sd_value,max_abs_value,non_na_fraction
O95997,PTTG1,PTTG1,Cluster_4,-0.5692163797855689,0.671620767454217,3.223300088044516,1.0
P02679,FGG,FGG,Cluster_4,-0.25146962620568347,0.4499825144337955,3.220091411259577,1.0
Q8TDY8,IGDCC4,IGDCC4,Cluster_4,-0.2879465515360563,0.44347156064549786,3.217940498235034,1.0
P35052,GPC1,GPC1,Cluster_4,0.15800027327852378,0.6105836781576598,3.216511035283636,1.0
Q96F25,ALG14,ALG14,Cluster_4,-0.11048234224016057,0.512036506965455,3.214749633221324,1.0
Q5SR56,SLC71A2,SLC71A2,Cluster_4,0.07348526786700053,0.5598369756176801,3.213170346535948,1.0
P29122,PCSK6,PCSK6,Cluster_4,-0.13128140795313548,0.4985394085596606,3.211253584381984,1.0
Q9NU23,LYRM2,LYRM2,Cluster_4,-0.5910417725813134,0.881302692930258,3.2090402923095525,1.0
Q969M7,UBE2F,UBE2F,Cluster_4,0.0425830225630102,0.5949494317638101,3.2081394798389287,1.0
P20248,CCNA2,CCNA2,Cluster_4,-0.1346320512100457,0.4480866294850348,3.2055316657346964,1.0
Q9BTM9,URM1,URM1,Cluster_4,-0.2598266300283636,0.37480061488649874,3.2015059571489424,1.0
Q8N5Z5,KCTD17,KCTD17,Cluster_4,0.22840691092325804,0.7390496672978366,3.1967264517306777,1.0
Q53GG5,PDLIM3,PDLIM3,Cluster_4,0.22689754205608612,0.5157921673168876,3.1928558913980183,1.0
Q9H788,SH2D4A,SH2D4A,Cluster_4,-0.23408074404751325,0.6245898280471601,3.1906554497021524,1.0
O43683,BUB1,BUB1,Cluster_4,-0.26487673690851354,0.6364284081587605,3.18982384546246,1.0
Q8TCX1,DYNC2LI1,DYNC2LI1,Cluster_4,-0.20517994280852708,0.5867024270443075,3.186541693410609,1.0
Q8WWB7,GLMP,GLMP,Cluster_4,0.2945712529496692,0.475411414687079,3.186263584941866,1.0
O14713,ITGB1BP1,ITGB1BP1,Cluster_4,-0.18119929327127315,0.5725616129049108,3.185861092999083,1.0
P01106,MYC,MYC,Cluster_4,0.06528343369656947,0.7936541207824368,3.185609158179954,1.0
Q13636,RAB31,RAB31,Cluster_4,0.07122570900388012,0.49142430984198787,3.1844677871276303,1.0
P53350,PLK1,PLK1,Cluster_4,-0.26403738200705623,0.5392341385390916,3.181652926568539,1.0
Q9H081,MIS12,MIS12,Cluster_4,0.01336475107851126,0.5220880053678771,3.180045259184883,1.0
Q5BJF6,ODF2,ODF2,Cluster_4,-0.5122006578286742,0.9130897932936518,3.1789401186438724,1.0
Q86SX3,TEDC1,TEDC1,Cluster_4,-0.8300732968508235,0.9781006567110999,3.177431543262333,1.0
Q9NVW2,RLIM,RLIM,Cluster_4,-0.24060380323626632,0.52978106634102,3.16840688816821,1.0
Q9BRR0,ZKSCAN3,ZKSCAN3,Cluster_4,0.7082752078185187,0.8697078891219128,3.1670030477954008,1.0
Q14865,ARID5B,ARID5B,Cluster_4,-0.46076829949202586,0.49951706928155915,3.164513928721348,1.0
Q9UF56,FBXL17,FBXL17,Cluster_4,-0.07281000153421151,0.6185724905102091,3.164181318049472,1.0
P48552,NRIP1,NRIP1,Cluster_4,-0.22688466193343623,0.4958357778296863,3.160926131323434,1.0
Q8TF76,HASPIN,HASPIN,Cluster_4,-0.4129905579776746,0.47341727778707204,3.159386176831905,1.0
Q8NG31,KNL1,KNL1,Cluster_4,-0.2929738130557699,0.6746179064212949,3.156697808255945,1.0
Q9BSL1,UBAC1,UBAC1,Cluster_4,-0.059383690908784585,0.4388056717411251,3.156211392496873,1.0
Q99674,CGREF1,CGREF1,Cluster_4,0.0884481427996329,0.5503794420654209,3.153307846817152,1.0
Q8TBC3,SHKBP1,SHKBP1,Cluster_4,-0.16897484035990845,0.34236813113344666,3.152521895225778,1.0
Q96L50,LRR1,LRR1,Cluster_4,-0.6203108141498456,0.8207031788430297,3.1501123804984204,1.0
Q86WW8,COA5,COA5,Cluster_4,-0.17102653439233384,0.4826017571266319,3.148908145394742,1.0
O94956,SLCO2B1,SLCO2B1,Cluster_4,0.06530864509948898,0.7002859536437435,3.1465021904975767,1.0
Q8NEM0,MCPH1,MCPH1,Cluster_4,-0.08874975957365454,0.8621436450031545,3.1421325200098256,1.0
Q9GZV5,WWTR1,WWTR1,Cluster_4,0.05086400963909001,0.40685824418760014,3.138899623614865,1.0
Q92871,PMM1,PMM1,Cluster_4,-0.004353931178825462,0.48368206536687547,3.1320114906310312,1.0
Q9Y575,ASB3,ASB3,Cluster_4,-0.1117031651608111,0.4915673023643335,3.130795399851856,1.0
Q8IZT6,ASPM,ASPM,Cluster_4,-0.26957311378963844,0.5672951556455464,3.129822905124706,1.0
Q9UK73,FEM1B,FEM1B,Cluster_4,-0.17142755253130013,0.36034947916338533,3.1288395139222285,1.0
Q56NI9,ESCO2,ESCO2,Cluster_4,-0.24950879109902246,0.6693807329433258,3.1250533029501586,1.0
A5PL33,KRABD3,KRABD3,Cluster_4,0.33854735665956415,0.964171625567909,3.122995456362224,1.0
Q96HI0,SENP5,SENP5,Cluster_4,-0.2378225746286725,0.5486850129024906,3.120348783761104,1.0
Q9H8J5,MANSC1,MANSC1,Cluster_4,0.042811727406997395,0.5339693154571374,3.1157294859864475,1.0
Q8WUR7,C15orf40,C15orf40,Cluster_4,0.0057568073304740215,0.38144276012603595,3.1132536144853127,1.0
Q9NUS5,AP5S1,AP5S1,Cluster_4,0.00404819311890391,0.5016382786910779,3.1102883835039403,1.0
Q9P1U0,POLR1H,POLR1H,Cluster_4,-0.10330586175966897,0.4937705575589528,3.104230550998836,1.0
P40337,VHL,VHL,Cluster_4,-0.26608219386595294,0.6183265034539434,3.099591177168765,1.0
Q14249,ENDOG,ENDOG,Cluster_4,-0.09617719843717182,0.38485732937980327,3.0973895979077994,1.0
P17707,AMD1,AMD1,Cluster_4,-0.4209515072369638,0.710171510228882,3.097132323863565,1.0
Q99618,CDCA3,CDCA3,Cluster_4,-0.30338641969734687,0.41436391625302127,3.0964453787433825,1.0
Q96FF9,CDCA5,CDCA5,Cluster_4,-0.33337926855048056,0.3547513011395524,3.0963613602539084,1.0
Q9H0R1,AP5M1,AP5M1,Cluster_4,-0.09944721405887778,0.8901727882621485,3.095628538363858,1.0
Q9NYS0,NKIRAS1,NKIRAS1,Cluster_4,-0.2509885227547019,0.7559172508227348,3.094743147402585,1.0
O75864,PPP1R37,PPP1R37,Cluster_4,-0.2191611389249018,0.6368154186893283,3.0902958202729014,1.0
Q7Z5Y7,KCTD20,KCTD20,Cluster_4,-0.5832596094984522,1.0167142155100857,3.0890236918113434,1.0
Q9UK33,ZNF580,ZNF580,Cluster_4,-0.20459711966747796,0.5171632224859086,3.0886717720894907,1.0
Q8N5U6,RNF10,RNF10,Cluster_4,-0.3431952900450947,0.3476593689494091,3.088588787605085,1.0
Q53GT1,KLHL22,KLHL22,Cluster_4,0.20886733677103744,0.7174889426749288,3.081163444701282,1.0
Q8TEH3,DENND1A,DENND1A,Cluster_4,-0.1845119240013439,0.3517453113148967,3.078317293581616,1.0
P59780,AP3S2,AP3S2,Cluster_4,-0.23563907480791407,0.4507185756517258,3.078293003238734,1.0
P49810,PSEN2,PSEN2,Cluster_4,-0.11630888996272136,0.4174557780557619,3.07790538509975,1.0
P22792,CPN2,CPN2,Cluster_4,-0.3298120223385525,0.6829027455969214,3.07721744699189,1.0
Q9NZ53,PODXL2,PODXL2,Cluster_4,-0.21387120373029567,0.5410240143110433,3.0752442433202845,1.0
Q92870,APBB2,APBB2,Cluster_4,0.08336249233984303,0.598298756076443,3.073607581723726,1.0
O95379,TNFAIP8,TNFAIP8,Cluster_4,0.09966772354064887,0.4072443900743476,3.073137631093651,1.0
P62861,FAU,FAU,Cluster_4,-0.20250111989094413,0.6706539512092988,3.0730697611578,1.0
Q9GZN2,TGIF2,TGIF2,Cluster_4,-0.10700336008279203,0.3877706750512189,3.072220534159147,1.0
Q53RE8,ANKRD39,ANKRD39,Cluster_4,-0.24473893115836448,0.6434333697659028,3.0716249281028283,1.0
P17544,ATF7,ATF7,Cluster_4,-0.030597895673689986,0.4573674931787001,3.068767813150421,1.0
Q9NYZ3,GTSE1,GTSE1,Cluster_4,-0.30204411800556474,0.5725331154497812,3.068328770495775,1.0
Q86T24,ZBTB33,ZBTB33,Cluster_4,-0.2558199302997916,0.5002186153309582,3.067896840955587,1.0
Q86UN3,RTN4RL2,RTN4RL2,Cluster_4,0.010608218169570815,0.8059004092542158,3.057455867753076,1.0
Q92796,DLG3,DLG3,Cluster_4,-0.1179396443477546,0.4173243387285661,3.055474046412112,1.0
Q96QD9,FYTTD1,FYTTD1,Cluster_4,-0.2533571645324986,0.45768950532287533,3.05122629711706,1.0
P41279,MAP3K8,MAP3K8,Cluster_4,-0.09447881062657193,0.8565792144366287,3.051145391122746,1.0
Q63HR2,TNS2,TNS2,Cluster_4,-0.16533806348046745,0.5863977071373614,3.04413200177806,1.0
P02675,FGB,FGB,Cluster_4,-0.47805627274156026,0.8247035805062384,3.042362260238709,1.0
Q9H3R5,CENPH,CENPH,Cluster_4,-0.11672657237640417,0.5114134501261532,3.04227902976125,1.0
A0A1W2PQ72,MSANTD7,MSANTD7,Cluster_4,0.007631727382278275,0.5366003690308915,3.040347442167622,1.0
Q9P2J9,PDP2,PDP2,Cluster_4,-0.19375916896516868,0.4908371295799161,3.039345616873069,1.0
Q92619,ARHGAP45,ARHGAP45,Cluster_4,0.1362977280830722,0.5145515553160459,3.039312959384078,1.0
O60346,PHLPP1,PHLPP1,Cluster_4,-0.10179002584569087,0.5457176712190978,3.038917334258852,1.0
Q9UIF7,MUTYH,MUTYH,Cluster_4,-0.2703740844908159,0.5294695375350316,3.036972971694468,1.0
Q9HCJ3,RAVER2,RAVER2,Cluster_4,0.06220503262331414,0.9001514266839344,3.035730556522476,1.0
P78337,PITX1,PITX1,Cluster_4,-0.04630766961504228,0.47421161450058213,3.03534351450592,1.0
P51530,DNA2,DNA2,Cluster_4,-0.2368620548457347,0.6023280582674312,3.034863685821385,1.0
P49753,ACOT2,ACOT2,Cluster_4,0.0632630772751089,0.438488612590626,3.0317566461930063,1.0
Q9Y397,ZDHHC9,ZDHHC9,Cluster_4,0.2501194314442778,0.8904468454257436,3.0284855023648003,1.0
Q9C0B9,ZCCHC2,ZCCHC2,Cluster_4,-0.3269475622567132,0.5103493903384759,3.027546076528364,1.0
Q16560,SNRNP35,SNRNP35,Cluster_4,-0.4155264107142746,0.35050331996508116,3.025661373326177,1.0
Q96BT7,ALKBH8,ALKBH8,Cluster_4,0.003873580132928111,0.4251142626197524,3.0238054729353223,1.0
Q9UFF9,CNOT8,CNOT8,Cluster_4,0.01653784973115137,0.5872865320417425,3.022370612430482,1.0
Q6ZU35,CRACD,CRACD,Cluster_4,-0.3902015856602488,0.44498993108996493,3.020925964640268,1.0
Q6NT89,TRNP1,TRNP1,Cluster_4,0.16117349538814585,0.68414475651618,3.010068278739801,1.0
Q7Z494,NPHP3,NPHP3,Cluster_4,-0.1206080828125412,0.5326586345590791,3.0092062944223983,1.0
Q8WU20,FRS2,FRS2,Cluster_4,-0.07251287939399967,0.5251943625944364,3.0064106839953,1.0
Q8NEZ3,WDR19,WDR19,Cluster_4,-0.2644796588173446,0.4376686786817333,3.0060635274610377,1.0
Q9BVM4,GGACT,GGACT,Cluster_4,0.37168435897056973,0.6242879715098771,3.0058710677760487,1.0
O75264,SMIM24,SMIM24,Cluster_4,0.19886468038304614,1.0107369925383156,3.004720484321449,1.0
P51816,AFF2,AFF2,Cluster_4,0.0529051188694729,0.8850927073289863,3.001105711536092,1.0
Q6ICG6,KIAA0930,KIAA0930,Cluster_4,-0.16117406988096342,0.4834036600538541,2.9998575554897275,1.0
Q9NSG2,FIRRM,FIRRM,Cluster_4,-0.44256616431626344,0.6405547722929463,2.9998263297687213,1.0
P43353,ALDH3B1,ALDH3B1,Cluster_4,-0.23330928894023462,0.667649413699793,2.998136780354244,1.0
Q5QP82,DCAF10,DCAF10,Cluster_4,-0.07349892873393055,0.4304916550208502,2.996924029413861,1.0
Q9NRM2,ZNF277,ZNF277,Cluster_4,-0.20933253924285714,0.6366100011940842,2.9939936207295226,1.0
Q9Y2U9,KLHDC2,KLHDC2,Cluster_4,-0.07562399347429555,0.4441802300539896,2.993985991732888,1.0
Q86V88,MDP1,MDP1,Cluster_4,0.06427206660360144,0.4335973652240697,2.9908350201633134,1.0
P41182,BCL6,BCL6,Cluster_4,-0.6189239492085185,0.6534655549554143,2.9901601112352605,1.0
Q12980,NPRL3,NPRL3,Cluster_4,-0.12968672497473113,0.5069138479353658,2.989394464963027,1.0
Q9H4F8,SMOC1,SMOC1,Cluster_4,-0.11173934586572039,0.5553739038942426,2.987193246575856,1.0
Q99640,PKMYT1,PKMYT1,Cluster_4,-0.18784823899575664,0.5704739238811223,2.986543906036085,1.0
Q9NSY0,NRBP2,NRBP2,Cluster_4,0.2818841642419156,0.7681760546662764,2.9834861392763976,1.0
O94972,TRIM37,TRIM37,Cluster_4,-0.00523743973690719,0.46476123201593017,2.9816218396264347,1.0
Q9NYP9,MIS18A,MIS18A,Cluster_4,-0.20870621979306977,0.5299954748968887,2.976146767103266,1.0
Q9NUJ3,TCP11L1,TCP11L1,Cluster_4,0.17217846783795954,0.37554693287554497,2.9742044975248056,1.0
Q9NPC6,MYOZ2,MYOZ2,Cluster_4,0.20342966181732347,0.47677397361756063,2.9713986771615133,1.0
Q8N5G0,SMIM20,SMIM20,Cluster_4,-0.02618855136488067,0.435084485217278,2.971259219282397,1.0
P35542,SAA4,SAA4,Cluster_4,-0.08298060715263308,0.846923421436779,2.9711812761838345,1.0
Q9NYP3,DONSON,DONSON,Cluster_4,-0.29369890615337646,0.6412702035361382,2.968307621236164,1.0
Q9UGY1,NOL12,NOL12,Cluster_4,-0.411632568776446,0.6052067226187093,2.967883681326853,1.0
Q9H6R6,ZDHHC6,ZDHHC6,Cluster_4,0.06608919827158573,0.45110814412208516,2.966807343420312,1.0
Q9UNX3,RPL26L1,RPL26L1,Cluster_4,-0.2332801512565586,0.3984125585664243,2.962645625892641,1.0
P14635,CCNB1,CCNB1,Cluster_4,-0.16208222818781418,0.44331511932182266,2.96068157629464,1.0
Q9UKT4,FBXO5,FBXO5,Cluster_4,-0.44475799177385955,0.5833581274545752,2.959567247595773,1.0
Q9Y4X0,AMMECR1,AMMECR1,Cluster_4,-0.2729697935543414,1.0460139616253805,2.95658174513496,1.0
Q15468,STIL,STIL,Cluster_4,-0.5487849261008955,0.7082867848295212,2.95605977523084,1.0
Q13615,MTMR3,MTMR3,Cluster_4,0.13578842254559179,0.5428552144694015,2.9544396771262207,1.0
Q16626,MEA1,MEA1,Cluster_4,-0.1397809395801014,0.6621607018730191,2.95172970671386,1.0
Q9NP73,ALG13,ALG13,Cluster_4,-0.044744348203067545,0.6040654373018193,2.948817181142763,1.0
Q8WVD3,RNF138,RNF138,Cluster_4,-0.1672952165556371,0.611997738274399,2.9447792790511294,1.0
Q9NZI5,GRHL1,GRHL1,Cluster_4,-0.40292463586895705,0.510362721777783,2.9417742388616297,1.0
Q6PID6,TTC33,TTC33,Cluster_4,0.051808659735409913,0.40034045602409396,2.941727401636024,1.0
P05162,LGALS2,LGALS2,Cluster_4,-0.13437709215099322,0.502830564585347,2.940947629454392,1.0
Q9UJA3,MCM8,MCM8,Cluster_4,-0.43103846463210493,0.6640792291066786,2.9408742809535724,1.0
O00762,UBE2C,UBE2C,Cluster_4,-0.41225218472501446,0.5675259701905646,2.939293349325041,1.0
Q6PIW4,FIGNL1,FIGNL1,Cluster_4,-0.22331362312023406,0.4841632152973215,2.9372472440180566,1.0
Q9NTX7,RNF146,RNF146,Cluster_4,0.09510396896114695,0.3555746937377299,2.9343144734970643,1.0
Q9NRD1,FBXO6,FBXO6,Cluster_4,0.12630755616033612,0.4329891417628969,2.9341999442767666,1.0
P36896,ACVR1B,ACVR1B,Cluster_4,0.13674869448795277,0.5141172813236627,2.932718443695542,1.0
Q8IWP9,CCDC28A,CCDC28A,Cluster_4,-0.001783171000359283,0.5568163171565261,2.932595093731326,1.0
Q6NT55,CYP4F22,CYP4F22,Cluster_4,0.572131230889948,0.7247205958466044,2.9319409514992003,1.0
Q6PJW8,CNST,CNST,Cluster_4,0.09156928176912725,0.3536539123414965,2.9294218862207195,1.0
Q9Y644,RFNG,RFNG,Cluster_4,-0.3168834994952704,0.4155961705335217,2.9227430770319867,1.0
Q96LD8,SENP8,SENP8,Cluster_4,0.29172853317963315,0.6010050299787688,2.9224416472156616,1.0
Q13796,SHROOM2,SHROOM2,Cluster_4,-0.47965957299210416,0.6911747330611608,2.919411539531934,1.0
Q9H668,STN1,STN1,Cluster_4,-0.048381975356104535,0.41849410060399544,2.917224822435198,1.0
Q92833,JARID2,JARID2,Cluster_4,-0.36758641571678385,0.5549864793890557,2.917210863947778,1.0
Q5U623,ATF7IP2,ATF7IP2,Cluster_4,-0.5722249127138755,0.7245446727180759,2.915685751797602,1.0
P43308,SSR2,SSR2,Cluster_4,0.1296829174681532,0.42952314778462486,2.9149584092573217,1.0
Q9H8K7,C10orf88,C10orf88,Cluster_4,-0.054763154142631096,0.43112583777062535,2.913999675073205,1.0
Q9BT30,ALKBH7,ALKBH7,Cluster_4,-0.21958766760673504,0.42092383206189893,2.908676863680464,1.0
Q9NPB0,SAYSD1,SAYSD1,Cluster_4,-0.006585899042633963,0.38485133548255207,2.907289380487516,1.0
Q71F23,CENPU,CENPU,Cluster_4,-0.3673674913428826,0.4722525852235841,2.9064405213490154,1.0
O43513,MED7,MED7,Cluster_4,0.15842296446072177,0.4751459388966573,2.9026742027713315,1.0
P49336,CDK8,CDK8,Cluster_4,-0.33832168540856133,0.8056740153504968,2.900041625163011,1.0
P52435,POLR2J,POLR2J,Cluster_4,-0.06718426632031202,0.39535670658797506,2.8980264350015723,1.0
Q15406,NR6A1,NR6A1,Cluster_4,-0.13494800722188752,0.49716613592084613,2.897873242003776,1.0
Q86UA6,RPAIN,RPAIN,Cluster_4,-0.2256777096723003,0.4902451278402157,2.895794038611616,1.0
Q96FH0,BORCS8,BORCS8,Cluster_4,0.10362030155557428,0.6272865116247304,2.8937094598616184,1.0
Q96HH4,TMEM169,TMEM169,Cluster_4,0.2701761072661853,0.7934224487038574,2.889349009974256,1.0
Q9Y6N6,LAMC3,LAMC3,Cluster_4,-0.18806642951614286,1.0370376357718698,2.888325904534195,1.0
Q9NPD8,UBE2T,UBE2T,Cluster_4,-0.23800249735039336,0.6507888686704153,2.886643339780324,1.0
O15265,ATXN7,ATXN7,Cluster_4,-0.006781528826103124,0.3378760558282376,2.8857483745492907,1.0
Q86YS3,RAB11FIP4,RAB11FIP4,Cluster_4,-0.3128172312312743,0.6524370575066479,2.881187146580928,1.0
Q5THK1,PRR14L,PRR14L,Cluster_4,-0.17561679590967885,0.40275447091888866,2.881042262587604,1.0
Q14207,NPAT,NPAT,Cluster_4,-0.3141292945608438,0.5160245438844898,2.880414770950696,1.0
O75197,LRP5,LRP5,Cluster_4,0.07571575599364223,0.6753625743644387,2.879959783985937,1.0
P57682,KLF3,KLF3,Cluster_4,-0.22275237953016555,0.36311549853219677,2.879564230163462,1.0
Q9NSV4,DIAPH3,DIAPH3,Cluster_4,-0.2949332030903956,0.5028220286319067,2.879195831697928,1.0
Q5SVZ6,ZMYM1,ZMYM1,Cluster_4,-0.09670778351186124,0.4504178502456225,2.876942188917944,1.0
Q9NR81,ARHGEF3,ARHGEF3,Cluster_4,-0.12468415338051708,0.4230588111045882,2.876165810232324,1.0
Q5U3C3,TMEM164,TMEM164,Cluster_4,-0.20373740313248673,0.44972498956357804,2.875806836912272,1.0
O75570,MTRF1,MTRF1,Cluster_4,-0.08899680175926514,0.5314324771097741,2.8757958534876327,1.0
Q14CB8,ARHGAP19,ARHGAP19,Cluster_4,-0.5008757733351589,0.602515691692802,2.875705336879232,1.0
Q5T6S3,PHF19,PHF19,Cluster_4,-0.25443528121040515,1.137472709055685,2.8745071166984406,1.0
Q86UT8,CENATAC,CENATAC,Cluster_4,-0.2991150820785254,0.6350624565952877,2.8729790559268977,1.0
Q9H7X3,ZNF696,ZNF696,Cluster_4,-0.3638928305092796,0.4618521532833653,2.871489531026484,1.0
Q86T82,USP37,USP37,Cluster_4,-0.21096720315432393,0.6287558944897049,2.870136383109868,1.0
Q8TB03,CXorf38,CXorf38,Cluster_4,-0.10498416533835553,0.43192020076258447,2.869211910955171,1.0
P17036,ZNF3,ZNF3,Cluster_4,-0.2583021904566515,0.4792720025379915,2.863702237107235,1.0
O76080,ZFAND5,ZFAND5,Cluster_4,0.016998468670038312,0.4242268474182209,2.8636492843702186,1.0
P13994,YJU2B,YJU2B,Cluster_4,-0.27719679739640496,0.4875891857761155,2.8623061547912485,1.0
Q7Z3K6,MIER3,MIER3,Cluster_4,-0.24052189116391248,0.584929513986011,2.8608114833644063,1.0
Q8IWE5,PLEKHM2,PLEKHM2,Cluster_4,-0.2565511189586769,0.5632229501759218,2.857261157417275,1.0
Q9H9L3,ISG20L2,ISG20L2,Cluster_4,-0.22039071685208678,0.3322839757029926,2.8566527394717767,1.0
Q8WY36,BBX,BBX,Cluster_4,-0.511949094987857,0.6225980605423769,2.855665201026364,1.0
O75326,SEMA7A,SEMA7A,Cluster_4,0.12113095489974908,0.35019791365495434,2.8541796038961067,1.0
Q5TGY1,TMCO4,TMCO4,Cluster_4,-0.2149252667588381,0.6992981313273344,2.8519596620562595,1.0
Q9NYJ1,COA4,COA4,Cluster_4,-0.257060192092065,0.6521706527329159,2.850700359450528,1.0
Q14681,KCTD2,KCTD2,Cluster_4,-0.059839863171753084,0.3513746515944703,2.850020405917689,1.0
Q8WUU5,GATAD1,GATAD1,Cluster_4,-0.4044010912855617,0.33086970084427225,2.84946253797985,1.0
O00746,NME4,NME4,Cluster_4,-0.22078709333591745,0.45816908441553156,2.841866889404873,1.0
O75508,CLDN11,CLDN11,Cluster_4,0.2272373451884015,0.8368443479012473,2.8406694538911506,1.0
P51654,GPC3,GPC3,Cluster_4,-0.03547998210652696,0.36431594303842185,2.8400116718769794,1.0
O14965,AURKA,AURKA,Cluster_4,-0.2374989712040678,0.3909110241166371,2.8397366977029392,1.0
P00813,ADA,ADA,Cluster_4,0.39297865742289795,0.5773148052025598,2.838347446424752,1.0
Q96JG8,MAGED4B,MAGED4B,Cluster_4,-0.0792894368535862,0.3673240786151626,2.837179716164254,1.0
Q96S99,PLEKHF1,PLEKHF1,Cluster_4,-0.30492861836067603,0.5391476908018568,2.836556219725482,1.0
Q9H5I5,PIEZO2,PIEZO2,Cluster_4,0.5320428059484951,0.8508571766025007,2.83378669861434,1.0
Q96BF6,NACC2,NACC2,Cluster_4,-0.04161192529091598,0.48791329926254884,2.831508998009479,1.0
Q8N2U9,SLC66A2,SLC66A2,Cluster_4,-0.12826153778191574,0.6154073248482907,2.830778023570529,1.0
Q8WXE1,ATRIP,ATRIP,Cluster_4,-0.23321272989187575,0.4300947508893621,2.82783079707162,1.0
Q8NFG4,FLCN,FLCN,Cluster_4,0.0887963252946758,0.38290282987804786,2.8274360405302765,1.0
Q6P0N0,MIS18BP1,MIS18BP1,Cluster_4,-0.37067527614945367,0.5752143527703535,2.826121360450774,1.0
Q9BRV8,SIKE1,SIKE1,Cluster_4,0.1010753350347073,0.52566047080443,2.824110326749296,1.0
Q96N21,TEPSIN,TEPSIN,Cluster_4,-0.09072923536283159,0.4397945193114195,2.82318399861556,1.0
Q86XK2,FBXO11,FBXO11,Cluster_4,-0.1821680836597355,0.3168617602094182,2.8224071874642096,1.0
Q8N5Y2,MSL3,MSL3,Cluster_4,-0.3043726866302194,0.8914077607170138,2.8178155875387514,1.0
Q9BQD7,ANTKMT,ANTKMT,Cluster_4,-0.6908414534706822,0.8356934687376646,2.8158920282188244,1.0
Q14296,FASTK,FASTK,Cluster_4,-0.2170194511192323,0.4198858378886948,2.8156326280481654,1.0
Q9BSE4,HERPUD2,HERPUD2,Cluster_4,0.21334940345464137,0.6905161005335497,2.814224751387398,1.0
Q15697,ZNF174,ZNF174,Cluster_4,-0.8672551177384814,0.7874455495273908,2.809590993562871,1.0
Q9NVR0,KLHL11,KLHL11,Cluster_4,-0.11614061895662073,0.42945039639318294,2.805645008858889,1.0
Q9NR83,SLC2A4RG,SLC2A4RG,Cluster_4,-0.2810382348626953,0.865248442110622,2.8056057888309205,1.0
P32242,OTX1,OTX1,Cluster_4,-0.3900098616351156,0.5321908265140487,2.805409304955326,1.0
Q7Z7A4,PXK,PXK,Cluster_4,-0.01657764044024683,0.45944377797686636,2.8046226355817563,1.0
Q08117,TLE5,TLE5,Cluster_4,-0.1906361394949291,0.2888900243776115,2.800062430239656,1.0
P28676,GCA,GCA,Cluster_4,-0.07960432097802328,0.47572619405747096,2.798912678706204,1.0
P31321,PRKAR1B,PRKAR1B,Cluster_4,-0.13427158208121037,0.36280320369767777,2.797174806073585,1.0
Q8IXQ3,C9orf40,C9orf40,Cluster_4,-0.20669762247063633,0.599483979803306,2.7969636260201547,1.0
Q7LFL8,CXXC5,CXXC5,Cluster_4,-0.2727978845267367,0.35861978397117367,2.796845736881872,1.0
Q6ZRI6,C15orf39,C15orf39,Cluster_4,-0.16779553210447243,0.41620395115540193,2.796480396319001,1.0
O43692,PI15,PI15,Cluster_4,-0.32910002625489954,0.4049094091360905,2.796257350553148,1.0
Q12816,TRO,TRO,Cluster_4,-0.1558788917834928,0.6331323880649884,2.7952507253292875,1.0
Q49AN0,CRY2,CRY2,Cluster_4,0.002400635449449731,0.775968472725425,2.7951265230734705,1.0
Q9Y5Q0,FADS3,FADS3,Cluster_4,-0.0770193382198064,0.45962087130642537,2.795033154227495,1.0
Q9HBY8,SGK2,SGK2,Cluster_4,0.03536725344929454,0.4932057904669509,2.7948809243547306,1.0
Q86Y91,KIF18B,KIF18B,Cluster_4,-0.20598542614492502,0.45883121311123837,2.794523976654805,1.0
O76027,ANXA9,ANXA9,Cluster_4,0.20683994690605592,0.7596769775270057,2.7936518883039554,1.0
Q15223,NECTIN1,NECTIN1,Cluster_4,-0.3235943126852483,0.47904408602615095,2.7921642023142628,1.0
P11511,CYP19A1,CYP19A1,Cluster_4,0.21885146272983738,0.879411096555791,2.788875440271529,1.0
Q6IE81,JADE1,JADE1,Cluster_4,-0.2577278752657112,0.4123311700884048,2.7884384352837817,1.0
O60909,B4GALT2,B4GALT2,Cluster_4,-0.03433639372229792,0.6460340476993369,2.78439842290876,1.0
